              0	    -13	     -2	    -92	    -22	    -72	    -19	      1	      0
              1	    -14	     -7	    -95	    -51	    -73	    -41	      2	      0
              2	    -14	     -6	    -94	    -49	    -74	    -41	      2	      1
              3	    -11	     -3	    -93	    -40	    -76	    -36	      2	      1
              4	    -12	     -2	    -94	    -40	    -77	    -37	      3	      1
              5	    -11	     -3	    -95	    -44	    -76	    -38	      2	      1
              6	    -14	     -5	    -95	    -43	    -76	    -37	      3	      1
              7	    -15	     -6	    -96	    -41	    -75	    -34	      3	      1
              8	    -16	     -7	    -96	    -41	    -75	    -34	      3	      2
              9	    -15	     -6	    -97	    -42	    -74	    -34	      3	      1
             10	    -15	     -6	    -98	    -42	    -76	    -33	      3	      1
             11	    -15	     -6	    -99	    -42	    -76	    -34	      2	      1
             12	    -14	     -5	   -101	    -43	    -78	    -34	      3	      1
             13	    -13	     -3	   -101	    -42	    -78	    -36	      3	      1
             14	    -10	     -1	   -100	    -41	    -81	    -36	      3	      1
             15	    -12	     -2	   -101	    -41	    -79	    -34	      3	      2
             16	    -15	     -5	   -103	    -42	    -75	    -31	      4	      2
             17	    -18	     -7	   -104	    -42	    -77	    -30	      3	      1
             18	    -15	     -6	   -102	    -40	    -77	    -31	      3	      1
             19	    -14	     -4	   -100	    -37	    -79	    -31	      4	      2
             20	    -15	     -5	   -100	    -36	    -76	    -29	      4	      2
             21	    -18	     -8	   -101	    -36	    -74	    -26	      4	      2
             22	    -21	    -10	   -100	    -36	    -74	    -25	      3	      1
             23	    -21	    -11	   -100	    -34	    -73	    -24	      4	      2
             24	    -21	    -10	    -98	    -32	    -72	    -22	      4	      2
             25	    -19	     -8	    -97	    -30	    -70	    -21	      4	      2
             26	    -19	     -8	    -97	    -29	    -73	    -21	      3	      1
             27	    -18	     -7	    -97	    -29	    -72	    -21	      3	      1
             28	    -17	     -5	    -96	    -27	    -72	    -22	      3	      1
             29	    -14	     -2	    -93	    -23	    -76	    -23	      3	      1
             30	    -12	     -1	    -91	    -21	    -76	    -23	      2	      0
             31	    -15	     -3	    -93	    -21	    -73	    -20	      2	      0
             32	    -17	     -5	    -93	    -22	    -72	    -18	      2	      0
