              0	    -22	      8	    -70	    -25	    -43	    -19	     43	     10
              1	    -22	      1	    -71	    -47	    -43	    -31	     44	     23
              2	    -24	      0	    -72	    -47	    -42	    -30	     44	     23
              3	    -27	     -1	    -72	    -41	    -42	    -26	     44	     18
              4	    -31	     -5	    -73	    -42	    -40	    -24	     44	     18
              5	    -36	    -10	    -73	    -44	    -38	    -23	     43	     19
              6	    -39	    -13	    -73	    -43	    -37	    -22	     45	     19
              7	    -40	    -12	    -73	    -42	    -39	    -23	     44	     18
              8	    -36	     -8	    -74	    -41	    -42	    -26	     45	     18
              9	    -33	     -7	    -70	    -40	    -43	    -26	     45	     18
             10	    -39	    -10	    -71	    -39	    -38	    -22	     45	     18
             11	    -45	    -17	    -73	    -40	    -34	    -18	     45	     17
             12	    -49	    -20	    -74	    -41	    -35	    -18	     45	     17
             13	    -49	    -20	    -72	    -40	    -37	    -20	     44	     16
             14	    -50	    -20	    -71	    -37	    -36	    -20	     45	     16
             15	    -50	    -21	    -69	    -35	    -36	    -18	     46	     17
             16	    -54	    -23	    -67	    -33	    -34	    -16	     46	     17
             17	    -56	    -25	    -65	    -31	    -31	    -14	     46	     16
             18	    -57	    -27	    -63	    -28	    -31	    -13	     46	     16
             19	    -59	    -29	    -62	    -27	    -30	    -11	     46	     15
             20	    -61	    -28	    -60	    -25	    -25	     -8	     46	     15
             21	    -56	    -25	    -59	    -22	    -26	     -8	     46	     14
             22	    -54	    -22	    -54	    -18	    -26	     -6	     46	     14
             23	    -57	    -25	    -51	    -15	    -21	     -2	     46	     14
             24	    -62	    -29	    -51	    -14	    -15	      3	     46	     13
             25	    -64	    -32	    -51	    -14	    -14	      6	     46	     13
             26	    -65	    -32	    -49	    -12	    -13	      6	     47	     13
             27	    -65	    -32	    -48	    -11	    -12	      8	     47	     13
             28	    -66	    -33	    -49	    -10	     -9	     11	     47	     13
             29	    -68	    -33	    -48	    -10	     -7	     13	     47	     12
             30	    -65	    -31	    -47	     -9	     -8	     12	     47	     12
             31	    -65	    -30	    -47	     -8	     -9	     12	     47	     11
             32	    -63	    -29	    -46	     -7	     -6	     14	     46	     10
             33	    -64	    -28	    -46	     -7	     -4	     16	     46	     10
             34	    -62	    -26	    -47	     -7	     -4	     16	     46	      9
             35	    -59	    -25	    -47	     -7	     -6	     17	     46	      9
             36	    -63	    -27	    -48	     -8	      0	     20	     46	      9
             37	    -65	    -28	    -49	     -8	      2	     23	     46	      8
             38	    -63	    -27	    -49	     -8	     -1	     21	     47	      9
             39	    -62	    -25	    -50	     -9	     -3	     19	     47	      8
             40	    -63	    -26	    -51	    -10	     -1	     21	     46	      7
             41	    -67	    -29	    -54	    -12	      1	     23	     46	      7
             42	    -67	    -30	    -54	    -12	      0	     23	     46	      6
             43	    -67	    -29	    -54	    -13	     -1	     21	     46	      6
             44	    -65	    -28	    -56	    -13	     -2	     21	     46	      6
             45	    -65	    -28	    -55	    -13	     -3	     20	     46	      5
             46	    -65	    -25	    -56	    -13	     -5	     16	     45	      4
             47	    -58	    -20	    -56	    -13	    -14	     10	     46	      4
             48	    -55	    -17	    -55	    -12	    -15	      8	     46	      4
             49	    -56	    -17	    -54	    -10	    -13	     10	     46	      4
             50	    -58	    -18	    -52	     -9	    -14	      9	     46	      4
             51	    -56	    -17	    -52	     -8	    -19	      5	     46	      3
             52	    -56	    -17	    -52	     -8	    -20	      4	     47	      4
             53	    -58	    -18	    -53	     -9	    -19	      4	     47	      4
             54	    -59	    -19	    -52	     -8	    -21	      3	     47	      3
             55	    -59	    -18	    -51	     -6	    -25	     -1	     47	      3
             56	    -56	    -17	    -48	     -3	    -27	     -3	     47	      3
             57	    -56	    -16	    -46	     -1	    -28	     -4	     47	      3
             58	    -55	    -14	    -45	      0	    -30	     -6	     48	      2
             59	    -50	     -9	    -44	      2	    -33	     -9	     47	      2
             60	    -45	     -6	    -40	      5	    -37	    -11	     48	      2
             61	    -49	     -7	    -40	      6	    -34	    -10	     49	      3
             62	    -51	    -10	    -40	      6	    -36	    -11	     49	      3
             63	    -51	    -10	    -41	      5	    -41	    -16	     49	      3
             64	    -47	     -6	    -41	      5	    -46	    -20	     50	      3
             65	    -46	     -4	    -42	      5	    -46	    -21	     50	      3
             66	    -47	     -5	    -40	      6	    -45	    -21	     51	      4
             67	    -48	     -7	    -41	      6	    -47	    -20	     52	      4
             68	    -49	     -7	    -43	      4	    -45	    -20	     50	      3
             69	    -49	     -7	    -47	      0	    -46	    -21	     51	      3
             70	    -46	     -5	    -50	     -4	    -51	    -24	     52	      3
             71	    -44	      0	    -53	     -5	    -53	    -29	     52	      3
             72	    -33	      8	    -52	     -5	    -60	    -33	     52	      3
             73	    -31	     11	    -50	     -4	    -60	    -33	     51	      2
             74	    -34	      8	    -52	     -4	    -54	    -30	     52	      2
             75	    -38	      6	    -53	     -5	    -54	    -28	     52	      2
             76	    -34	      7	    -53	     -5	    -55	    -28	     52	      2
             77	    -32	     10	    -52	     -5	    -53	    -28	     53	      2
             78	    -31	     13	    -53	     -5	    -53	    -28	     53	      2
             79	    -26	     16	    -52	     -4	    -55	    -27	     52	      2
             80	    -25	     18	    -51	     -3	    -51	    -26	     53	      1
             81	    -24	     19	    -50	     -2	    -51	    -25	     53	      2
             82	    -23	     19	    -48	      0	    -49	    -22	     54	      3
             83	    -22	     21	    -46	      2	    -47	    -20	     55	      3
             84	    -18	     26	    -45	      4	    -45	    -21	     53	      2
             85	    -10	     31	    -42	      6	    -50	    -22	     53	      1
             86	    -12	     32	    -42	      7	    -47	    -20	     53	      0
             87	    -15	     28	    -41	      7	    -43	    -18	     53	      1
             88	    -16	     27	    -43	      6	    -44	    -17	     54	      1
             89	    -14	     29	    -44	      5	    -45	    -18	     54	      1
             90	    -14	     30	    -43	      5	    -44	    -18	     53	      1
             91	    -15	     28	    -44	      5	    -44	    -17	     55	      0
             92	    -17	     26	    -43	      5	    -43	    -16	     53	      0
             93	    -20	     24	    -43	      6	    -42	    -16	     53	     -1
             94	    -20	     22	    -43	      6	    -44	    -16	     53	     -1
