              0	  -6941	  -2781	   4693	   1460	  14592	   4435	  -3022	  -1090
              1	  -6895	  -4874	   4689	   2886	  14555	   8838	  -3039	  -2030
              2	  -6850	  -4638	   4696	   2803	  14522	   8417	  -3058	  -1990
              3	  -6696	  -3935	   4770	   2424	  14411	   7021	  -3089	  -1750
              4	  -6701	  -3972	   4783	   2480	  14410	   7099	  -3109	  -1802
              5	  -6697	  -4188	   4756	   2608	  14416	   7510	  -3126	  -1916
              6	  -6628	  -4045	   4782	   2545	  14372	   7255	  -3146	  -1902
              7	  -6505	  -3787	   4804	   2482	  14309	   6870	  -3178	  -1867
              8	  -6373	  -3678	   4844	   2508	  14215	   6773	  -3171	  -1884
              9	  -6327	  -3664	   4833	   2519	  14181	   6731	  -3192	  -1903
             10	  -6376	  -3644	   4845	   2482	  14187	   6594	  -3201	  -1899
             11	  -6346	  -3591	   4860	   2449	  14169	   6456	  -3212	  -1890
             12	  -6254	  -3504	   4844	   2434	  14121	   6340	  -3198	  -1877
             13	  -6185	  -3403	   4859	   2413	  14061	   6199	  -3180	  -1853
             14	  -6130	  -3322	   4835	   2373	  14011	   6044	  -3169	  -1828
             15	  -6052	  -3251	   4810	   2312	  13945	   5902	  -3151	  -1811
             16	  -5988	  -3142	   4765	   2238	  13894	   5747	  -3146	  -1789
             17	  -5852	  -2987	   4692	   2174	  13793	   5558	  -3113	  -1753
             18	  -5697	  -2859	   4701	   2122	  13677	   5383	  -3069	  -1712
             19	  -5705	  -2802	   4649	   2055	  13670	   5261	  -3055	  -1675
             20	  -5663	  -2762	   4565	   1968	  13647	   5156	  -3007	  -1634
             21	  -5557	  -2655	   4522	   1886	  13575	   5012	  -2972	  -1584
             22	  -5435	  -2490	   4479	   1815	  13495	   4838	  -2913	  -1532
             23	  -5272	  -2351	   4408	   1736	  13415	   4686	  -2889	  -1487
             24	  -5242	  -2280	   4340	   1640	  13394	   4571	  -2839	  -1445
             25	  -5206	  -2236	   4265	   1542	  13363	   4462	  -2803	  -1398
             26	  -5141	  -2167	   4201	   1459	  13309	   4337	  -2748	  -1345
             27	  -5054	  -2071	   4159	   1395	  13254	   4198	  -2706	  -1287
             28	  -4974	  -1975	   4128	   1345	  13191	   4054	  -2635	  -1230
             29	  -4912	  -1893	   4088	   1288	  13128	   3914	  -2602	  -1177
             30	  -4823	  -1821	   4047	   1216	  13066	   3788	  -2541	  -1125
             31	  -4750	  -1732	   3998	   1154	  13023	   3664	  -2500	  -1071
             32	  -4667	  -1602	   3989	   1140	  12975	   3523	  -2434	  -1017
             33	  -4450	  -1448	   4063	   1171	  12865	   3376	  -2403	   -966
             34	  -4379	  -1318	   4101	   1201	  12842	   3259	  -2340	   -917
             35	  -4267	  -1215	   4111	   1204	  12819	   3168	  -2301	   -868
             36	  -4148	  -1101	   4121	   1183	  12768	   3054	  -2257	   -820
             37	  -4037	   -970	   4091	   1140	  12691	   2903	  -2197	   -773
             38	  -3934	   -876	   4038	   1070	  12607	   2759	  -2162	   -725
             39	  -3916	   -857	   3957	    978	  12578	   2664	  -2113	   -672
             40	  -3958	   -880	   3895	    890	  12583	   2598	  -2040	   -622
             41	  -3945	   -880	   3828	    821	  12559	   2511	  -2026	   -582
             42	  -3898	   -832	   3804	    768	  12491	   2393	  -1975	   -546
             43	  -3833	   -762	   3773	    727	  12440	   2274	  -1938	   -507
             44	  -3772	   -704	   3740	    692	  12404	   2173	  -1891	   -467
             45	  -3738	   -665	   3732	    653	  12368	   2088	  -1867	   -428
             46	  -3674	   -625	   3691	    603	  12335	   2002	  -1801	   -388
             47	  -3636	   -559	   3665	    565	  12303	   1903	  -1782	   -350
             48	  -3535	   -474	   3645	    553	  12246	   1793	  -1727	   -315
             49	  -3458	   -420	   3688	    539	  12186	   1698	  -1707	   -282
             50	  -3486	   -422	   3620	    493	  12192	   1632	  -1661	   -252
             51	  -3461	   -425	   3569	    436	  12169	   1567	  -1636	   -226
             52	  -3402	   -359	   3572	    401	  12116	   1468	  -1606	   -195
             53	  -3272	   -239	   3547	    381	  12045	   1342	  -1558	   -157
             54	  -3165	   -153	   3522	    350	  11976	   1237	  -1515	   -119
             55	  -3170	   -150	   3504	    312	  11967	   1177	  -1481	    -89
             56	  -3195	   -184	   3480	    286	  11968	   1134	  -1460	    -64
             57	  -3183	   -192	   3480	    277	  11943	   1068	  -1414	    -39
             58	  -3149	   -163	   3490	    273	  11886	    974	  -1396	    -16
             59	  -3098	   -126	   3487	    266	  11830	    878	  -1368	      4
             60	  -3076	   -105	   3489	    261	  11801	    803	  -1342	     24
             61	  -3046	    -98	   3491	    258	  11771	    746	  -1308	     47
             62	  -3006	    -82	   3506	    251	  11740	    687	  -1279	     74
             63	  -2980	    -33	   3488	    248	  11717	    603	  -1252	    101
             64	  -2874	     28	   3504	    253	  11629	    508	  -1208	    116
             65	  -2837	     44	   3527	    253	  11598	    446	  -1220	    119
             66	  -2891	      4	   3492	    232	  11623	    422	  -1193	    129
             67	  -2876	    -18	   3475	    207	  11606	    392	  -1161	    155
             68	  -2809	     37	   3470	    193	  11560	    317	  -1121	    178
             69	  -2706	    128	   3463	    180	  11497	    222	  -1116	    189
             70	  -2637	    166	   3438	    156	  11443	    155	  -1093	    198
